Country,JobSatisfaction,CareerSatisfaction
United Kingdom,2,6
India,NA,NA
Brazil,6,6
India,NA,NA
France,7,6
United States,6,6
United States,5,6
United Kingdom,5,6
United States,7,6
United Kingdom,7,6
United States,7,6
United States,4,6
Canada,7,6
United States,5,6
Germany,6,6
United States,7,6
United States,6,6
United States,4,6
United States,6,6
United States,6,6
Canada,5,6
Australia,NA,6
United States,6,6
United States,8,6
United States,6,6
Germany,5,6
United Kingdom,6,6
United States,NA,6
France,8,6
United Kingdom,5,6
United States,5,6
Canada,8,6
Canada,9,6
Canada,2,6
United States,NA,6
Canada,NA,6
Canada,7,6
United States,6,6
India,9,6
Bangladesh,5,6
Germany,5,6
India,5,6
Germany,9,6
India,6,6
India,5,6
Germany,6,6
France,8,6
India,4,6
Germany,4,6
United Kingdom,4,6
India,6,6
Germany,NA,NA
France,4,6
India,6,6
Germany,9,6
Germany,2,6
India,8,6
India,6,6
India,3,6
United Kingdom,4,6
India,6,6
Brazil,8,6
Brazil,5,6
Bulgaria,7,6
Germany,7,6
India,6,6
Germany,8,6
Brazil,7,6
Brazil,6,6
United Kingdom,3,6
Germany,6,6
United Kingdom,6,6
Canada,7,6
India,8,6
France,6,6
India,6,6
India,6,6
United Kingdom,6,6
United Kingdom,8,6
United Kingdom,6,6
Germany,3,6
Germany,8,6
Germany,9,6
United Kingdom,6,6
India,5,6
United Kingdom,7,6
France,6,6
United Kingdom,6,6
United States,7,6
United Kingdom,3,6
United Kingdom,8,6
Germany,8,6
United States,6,6
United States,3,6
Germany,3,6
United States,9,6
Italy,9,6
Canada,7,6
United States,6,6
Germany,5,6
United Kingdom,7,6
United States,7,6
United States,5,6
France,7,6
France,8,6
United Kingdom,7,6
United Kingdom,7,6
Brazil,6,6
Brazil,5,6
United States,1,6
United States,7,6
Canada,4,6
United Kingdom,3,6
China,NA,NA
United States,6,6
Canada,7,6
Canada,7,6
United States,6,6
Canada,7,6
Germany,6,6
France,8,6
Canada,2,6
United States,3,6
United States,7,6
United States,5,6
France,NA,6
United Kingdom,6,6
United States,5,6
United States,5,6
Australia,7,6
United States,8,6
United States,6,6
United Kingdom,6,6
Germany,6,6
United States,6,6
India,7,6
Canada,8,6
United States,8,6
United States,7,6
India,4,6
India,5,6
India,6,6
Germany,5,6
Australia,6,6
India,7,6
Netherlands,NA,NA
Germany,5,6
United Kingdom,NA,6
China,NA,NA
United Kingdom,NA,6
India,2,6
United Kingdom,6,6
Belgium,8,6
United Kingdom,2,6
United Kingdom,6,6
India,7,6
India,6,6
India,NA,NA
India,NA,NA
Germany,7,6
Canada,NA,6
India,6,6
United Kingdom,8,6
Australia,4,6
Italy,6,6
Australia,NA,NA
United Kingdom,4,6
United Kingdom,7,6
China,7,6
Germany,6,6
United States,5,6
Germany,5,6
United States,6,6
Germany,5,6
Germany,7,6
United States,8,6
Italy,9,6
Germany,5,6
United Kingdom,NA,NA
United States,5,6
Germany,4,6
United Kingdom,NA,NA
India,NA,NA
India,3,6
United Kingdom,5,6
United Kingdom,7,6
Canada,NA,6
Germany,5,6
Germany,6,6
France,5,6
United States,NA,NA
United States,7,6
India,6,6
India,5,6
Bangladesh,6,6
Canada,6,6
India,NA,NA
Germany,7,6
Bangladesh,6,6
United Kingdom,4,6
India,NA,NA
India,8,6
India,7,6
Bangladesh,7,6
United Kingdom,3,6
Italy,NA,NA
Germany,NA,6
United Kingdom,NA,NA
France,6,6
Belgium,6,6
Germany,0,6
India,NA,NA
Germany,7,6
Belgium,8,6
Germany,6,6
India,8,6
Germany,5,6
India,NA,6
Germany,NA,NA
Canada,2,6
United States,7,6
Canada,6,6
Germany,8,6
Bulgaria,6,6
Bulgaria,4,6
Italy,7,6
India,NA,6
India,6,6
United Kingdom,6,6
Germany,6,6
United States,NA,NA
Germany,10,6
Germany,8,6
Bulgaria,5,6
China,NA,NA
United States,7,6
United Kingdom,6,6
Canada,5,6
United Kingdom,3,6
India,NA,NA
United Kingdom,NA,NA
France,8,6
Germany,6,6
India,6,6
India,NA,NA
United States,NA,6
United States,6,6
India,6,6
Brazil,6,6
United States,8,6
India,6,6
India,4,6
India,6,6
United Kingdom,NA,NA
India,3,6
India,5,6
India,4,6
India,6,6
India,6,6
India,NA,NA
Bulgaria,5,6
India,5,6
Germany,8,6
Germany,8,6
United Kingdom,5,6
Germany,8,6
India,5,6
United Kingdom,5,6
Germany,NA,NA
Germany,4,6
Netherlands,3,6
India,7,6
India,7,6
India,6,6
France,NA,NA
India,6,6
France,NA,NA
United States,NA,NA
India,7,6
Germany,NA,NA
Belgium,8,6
Brazil,8,6
United Kingdom,6,6
India,6,6
India,6,6
Germany,8,6
France,5,6
India,5,6
United Kingdom,6,6
United Kingdom,8,6
India,4,6
India,5,6
Netherlands,NA,NA
Germany,8,6
United States,6,6
Germany,8,6
United Kingdom,6,6
United Kingdom,3,6
United States,5,6
India,6,6
India,NA,6
Germany,6,6
United Kingdom,7,6
Germany,8,6
Germany,7,6
Netherlands,NA,NA
Germany,7,6
Germany,9,6
United Kingdom,5,6
United Kingdom,4,6
United Kingdom,6,6
Germany,8,6
United Kingdom,4,6
Germany,3,6
United States,5,6
India,6,6
Germany,NA,NA
Germany,NA,NA
Belgium,7,6
Germany,NA,6
Netherlands,5,6
United Kingdom,6,6
United Kingdom,4,6
Brazil,7,6
India,NA,NA
Germany,0,6
United Kingdom,6,6
United Kingdom,2,NA
United States,3,6
Germany,6,6
United States,4,6
United States,6,6
United States,3,6
Germany,10,6
United Kingdom,7,6
France,3,6
France,5,6
United Kingdom,NA,NA
Netherlands,NA,NA
Brazil,7,6
Germany,NA,NA
Germany,8,6
Germany,8,6
India,NA,NA
India,5,6
Germany,NA,NA
Canada,7,6
United States,8,6
United States,6,6
Jamaica,7,6
United States,7,6
United States,4,6
Belgium,8,6
United Kingdom,NA,NA
Germany,5,6
United States,8,6
Germany,5,6
United Kingdom,NA,6
United States,6,6
United Kingdom,2,6
United States,4,6
Germany,NA,NA
United States,NA,6
United States,6,6
United States,3,6
United States,4,6
Germany,6,6
India,NA,6
Italy,NA,NA
United States,7,6
United States,7,6
France,NA,NA
Brazil,0,6
United States,6,6
United Kingdom,NA,6
United States,3,6
United States,5,6
United Kingdom,6,6
United Kingdom,5,6
Germany,NA,6
United States,7,6
United States,6,6
United States,NA,6
Canada,5,6
United States,7,6
India,8,6
United States,5,6
Canada,3,6
Germany,NA,NA
United Kingdom,NA,NA
India,NA,6
India,8,6
United States,7,6
Belgium,8,6
United Kingdom,6,6
India,5,6
India,8,6
India,6,6
Germany,NA,NA
Australia,6,6
United States,NA,6
India,5,6
India,7,6
United States,NA,NA
India,NA,NA
India,6,6
United Kingdom,7,6
India,6,6
Germany,5,6
Germany,6,6
Germany,NA,NA
India,8,6
Germany,4,6
Italy,7,6
United Kingdom,NA,NA
Italy,NA,NA
India,5,6
India,NA,NA
Germany,8,6
India,6,6
Netherlands,NA,NA
France,NA,NA
Germany,7,6
India,5,6
Italy,NA,NA
India,2,6
France,8,6
United Kingdom,7,6
Germany,4,6
India,5,6
France,8,6
India,6,6
Germany,NA,NA
India,8,6
United Kingdom,8,6
France,NA,6
India,3,6
India,5,6
India,5,6
United Kingdom,NA,NA
India,10,6
India,6,6
India,5,6
Germany,6,6
Germany,7,6
India,6,6
United Kingdom,3,6
United Kingdom,7,6
Germany,6,6
Italy,7,6
Germany,6,6
United Kingdom,7,6
Canada,7,6
India,7,6
India,4,6
Brazil,3,6
India,6,6
India,8,6
Germany,7,6
Canada,NA,NA
India,4,6
United States,NA,NA
United Kingdom,7,6
France,6,6
United States,4,6
United Kingdom,NA,NA
Germany,7,6
United States,9,6
United Kingdom,5,6
United States,7,6
United States,4,6
India,6,6
Brazil,3,6
Germany,9,6
Brazil,6,6
United Kingdom,6,6
United Kingdom,4,6
United Kingdom,NA,NA
United Kingdom,6,6
Germany,5,6
Germany,NA,NA
Italy,7,6
Italy,5,6
Canada,7,6
United States,5,6
Germany,5,6
Canada,NA,NA
United States,7,6
United States,4,6
Canada,6,6
United States,7,6
India,NA,6
United States,9,6
United States,7,6
United Kingdom,3,6
United States,7,6
United States,4,6
United States,6,6
Canada,3,6
United States,5,6
Germany,NA,NA
Canada,5,6
United States,5,6
United States,6,6
Bangladesh,NA,NA
Canada,5,6
United States,NA,NA
Belgium,7,6
United States,8,6
Germany,NA,6
United States,NA,NA
United States,9,6
United States,7,6
Canada,NA,NA
United Kingdom,5,6
Brazil,NA,6
Australia,6,6
Bulgaria,7,6
India,NA,6
Brazil,NA,6
United States,3,6
Australia,6,6
Canada,8,6
India,7,6
India,5,6
Germany,7,6
India,7,6
Australia,3,6
United States,7,6
Australia,4,6
India,NA,NA
United Kingdom,NA,NA
India,5,6
India,6,6
Bulgaria,8,6
India,6,6
India,6,6
India,6,6
India,6,6
Germany,NA,NA
France,8,6
India,NA,NA
United States,NA,NA
Germany,NA,NA
Germany,7,6
India,4,6
United Kingdom,7,6
France,3,6
Canada,NA,NA
India,6,6
India,7,6
United Kingdom,6,6
Belgium,8,6
France,6,6
India,6,6
India,NA,NA
United States,NA,NA
Brazil,5,6
Canada,7,6
Germany,6,6
United Kingdom,8,6
Italy,3,6
France,3,6
Germany,7,6
India,6,6
United States,NA,NA
United Kingdom,3,6
Germany,4,6
United Kingdom,7,6
Germany,5,6
Brazil,8,6
India,6,6
Germany,2,6
Belgium,7,6
India,7,6
United Kingdom,4,6
Brazil,NA,NA
Germany,NA,NA
France,7,6
Belgium,6,6
Germany,8,6
United Kingdom,8,6
United Kingdom,7,6
United Kingdom,NA,NA
Italy,7,6
France,4,6
United States,NA,NA
United Kingdom,6,6
Germany,6,6
France,1,6
Italy,NA,NA
Italy,8,6
Canada,6,6
United States,4,6
Netherlands,6,6
United Kingdom,6,6
India,NA,NA
United States,7,6
Germany,5,6
United Kingdom,4,6
United Kingdom,7,6
France,6,6
Germany,3,6
France,5,6
Germany,7,6
Germany,8,6
United States,9,6
United States,5,6
Canada,8,6
United Kingdom,7,6
United Kingdom,7,6
United States,4,6
Canada,3,6
Bulgaria,6,6
United States,7,6
France,6,6
United States,7,6
United Kingdom,NA,NA
Canada,6,6
United Kingdom,6,6
United States,6,6
United Kingdom,8,6
Germany,NA,NA
United States,7,6
United States,6,6
United States,6,6
Canada,8,6
Netherlands,6,6
Canada,8,6
Canada,NA,NA
Canada,8,6
India,6,6
Bangladesh,NA,NA
United States,3,6
United States,7,6
United Kingdom,6,6
Australia,5,6
Canada,6,6
United States,3,6
United Kingdom,NA,6
United Kingdom,7,6
United States,6,6
United Kingdom,NA,NA
Australia,5,6
Australia,6,6
United States,5,6
India,3,6
United Kingdom,7,6
India,7,6
India,6,6
Australia,6,6
Australia,5,6
India,6,6
India,6,6
India,7,6
India,8,6
Australia,6,6
India,4,6
Bulgaria,8,6
Bulgaria,NA,NA
India,8,6
India,6,6
India,5,6
India,6,6
India,6,6
India,5,6
United Kingdom,4,6
India,5,6
Italy,7,6
India,7,6
India,7,6
China,NA,6
United Kingdom,3,6
United Kingdom,4,6
India,5,6
India,6,6
France,NA,NA
United States,7,6
Belgium,8,6
India,8,6
India,6,6
Netherlands,7,6
Germany,8,6
India,6,6
Germany,5,6
India,7,6
Germany,NA,6
United Kingdom,7,6
India,7,6
United Kingdom,5,6
India,5,6
Italy,7,6
India,7,6
Italy,6,6
United Kingdom,4,6
India,7,6
India,4,6
India,8,6
Germany,NA,NA
Italy,5,6
France,8,6
United Kingdom,NA,NA
Belgium,NA,NA
India,7,6
Italy,5,6
Germany,6,6
India,7,6
Netherlands,6,6
Belgium,7,6
France,NA,NA
Germany,7,6
India,6,6
Germany,5,6
United Kingdom,6,6
India,6,6
India,5,6
Germany,6,6
Belgium,8,6
Germany,6,6
France,6,6
India,6,6
India,5,6
Canada,NA,NA
China,4,6
Bulgaria,NA,NA
Italy,7,6
United Kingdom,7,6
France,3,6
India,8,6
Italy,6,6
United States,8,6
United States,NA,6
Belgium,6,6
Germany,6,6
Italy,7,6
United Kingdom,8,6
Italy,3,6
United Kingdom,7,6
France,8,6
France,3,6
United States,5,6
Germany,7,6
United Kingdom,NA,NA
Germany,2,6
United Kingdom,3,6
Germany,8,6
Canada,7,6
France,6,6
France,7,6
India,5,6
France,6,6
United States,7,6
United Kingdom,9,6
United Kingdom,7,6
France,8,6
Germany,5,6
United Kingdom,5,6
Canada,4,6
United Kingdom,5,6
Canada,6,6
Netherlands,NA,NA
United Kingdom,7,6
Canada,NA,NA
India,4,6
Netherlands,NA,NA
United Kingdom,6,6
France,8,6
Netherlands,NA,NA
United States,NA,NA
France,6,6
United Kingdom,6,6
United States,7,6
United States,6,6
India,5,6
United States,8,6
United States,8,6
United States,7,6
United States,NA,6
Canada,4,6
United States,7,6
Germany,NA,6
Germany,7,6
United States,NA,6
United States,7,6
United States,7,6
United States,3,6
Brazil,6,6
Brazil,6,6
United States,7,6
India,NA,NA
Belgium,6,6
United Kingdom,5,6
United States,6,6
Italy,7,6
Italy,9,6
United States,7,6
United States,5,6
Canada,6,6
United States,6,6
United States,7,6
Germany,NA,NA
Brazil,3,6
Germany,6,6
Australia,8,6
Germany,NA,6
United States,8,6
United States,3,6
India,6,6
Germany,6,6
India,6,6
India,5,6
India,7,6
United States,NA,NA
India,5,6
China,7,6
Germany,8,6
United Kingdom,6,6
Canada,NA,NA
Germany,7,6
India,6,6
United Kingdom,6,6
United States,7,6
France,5,6
Italy,NA,NA
Italy,8,6
France,7,6
United States,NA,NA
Germany,7,6
China,6,6
Italy,NA,NA
United States,6,6
India,6,6
India,5,6
India,7,6
Germany,7,6
India,5,6
Germany,6,6
India,8,6
United States,NA,NA
Germany,4,6
India,NA,6
United Kingdom,7,6
United Kingdom,7,6
United Kingdom,NA,NA
Germany,6,6
United Kingdom,6,6
India,8,6
United Kingdom,7,6
Germany,5,6
United States,NA,NA
United Kingdom,8,6
France,3,6
Netherlands,4,6
Canada,NA,NA
United States,6,6
India,NA,6
United States,NA,NA
India,6,6
Bulgaria,6,6
India,6,6
United States,NA,NA
United Kingdom,6,6
United Kingdom,8,6
Germany,6,6
Belgium,7,6
United Kingdom,4,6
France,5,6
United States,6,6
United Kingdom,6,6
India,6,6
United Kingdom,5,6
Belgium,6,6
France,4,6
Germany,6,6
United Kingdom,5,6
India,6,6
United Kingdom,6,6
India,6,6
United Kingdom,3,6
United Kingdom,6,6
India,7,6
United States,5,6
Germany,5,6
United States,5,6
Bulgaria,6,6
India,6,6
United Kingdom,6,6
United States,NA,NA
Brazil,NA,NA
United States,3,6
United States,4,6
Italy,7,6
United States,5,6
India,6,6
United States,NA,NA
Germany,5,6
United States,NA,NA
France,7,6
United States,7,6
Australia,NA,NA
United States,8,6
United States,5,6
Brazil,NA,NA
United Kingdom,7,6
United States,NA,NA
United States,NA,NA
Germany,NA,6
United States,6,6
Canada,6,6
Brazil,3,6
United States,NA,NA
United States,9,6
United States,NA,6
United States,5,6
United States,6,6
United Kingdom,6,6
United States,7,6
United States,5,6
United States,6,6
United States,6,6
United States,6,6
United States,5,6
France,NA,NA
Australia,NA,NA
United States,5,6
United States,7,6
United States,5,6
United States,7,6
Canada,9,6
United States,7,6
Germany,3,6
United States,6,6
China,5,6
India,NA,6
Canada,NA,6
United States,NA,NA
Germany,8,6
India,5,6
India,6,6
India,7,6
United States,6,6
India,7,6
United Kingdom,8,6
India,3,6
India,5,6
United Kingdom,3,6
India,6,6
Italy,6,6
India,8,6
United States,8,6
United States,NA,NA
United States,4,6
United States,8,6
Netherlands,7,6
United States,6,6
United States,4,6
Belgium,6,6
United States,7,6
United States,NA,6
United States,7,6
United States,NA,NA
India,8,6
Italy,4,6
Belgium,6,6
Netherlands,3,6
India,4,6
India,6,6
United Kingdom,3,6
India,6,6
India,6,6
India,6,6
United Kingdom,2,6
United States,NA,NA
Germany,4,6
China,7,6
Brazil,5,6
Germany,7,6
United States,6,6
United States,8,6
Australia,3,6
India,6,6
United States,NA,6
India,5,6
India,7,6
India,2,6
China,6,6
India,4,6
Belgium,5,6
India,4,6
United States,NA,NA
Germany,7,6
France,8,6
China,6,6
Germany,6,6
India,6,6
Germany,4,6
India,5,6
Germany,6,6
India,NA,NA
United Kingdom,4,6
France,9,6
India,NA,6
India,8,6
India,10,6
Netherlands,6,6
India,NA,NA
Italy,6,6
France,8,6
United Kingdom,6,6
Germany,2,6
India,6,6
Germany,10,6
India,6,6
India,5,6
India,NA,NA
France,4,6
Germany,8,6
India,2,6
Germany,7,6
India,NA,6
India,5,6
India,7,6
United Kingdom,4,6
India,8,6
United States,NA,NA
Germany,7,6
India,6,6
Brazil,9,6
India,6,6
India,6,6
India,7,6
India,7,6
United Kingdom,7,6
Italy,7,6
United Kingdom,5,6
Germany,8,6
France,5,6
Belgium,6,6
Germany,7,6
Germany,6,6
India,0,6
United States,6,6
France,5,6
France,NA,6
United States,6,6
Italy,6,6
Germany,8,6
India,8,6
United States,6,6
Germany,6,6
United States,7,6
Germany,8,6
Germany,NA,6
Germany,6,6
United Kingdom,4,6
Italy,7,6
United Kingdom,7,6
Germany,7,6
United Kingdom,6,6
Germany,NA,NA
United Kingdom,7,6
United States,NA,6
United States,3,6
United States,5,6
India,NA,NA
United States,7,6
Canada,6,6
United States,2,6
United States,2,6
India,4,6
Canada,7,6
United States,3,6
United States,6,6
United States,5,6
United States,5,6
United States,7,6
United States,8,6
United Kingdom,6,6
United States,NA,NA
India,NA,NA
United States,6,6
United States,5,6
Germany,6,6
France,8,6
United States,5,6
United States,7,6
Australia,8,6
United States,7,6
Australia,NA,6
United States,8,6
United States,3,6
India,7,6
India,6,6
India,3,6
India,6,6
India,1,6
United States,4,6
India,6,6
India,NA,NA
India,6,6
United Kingdom,8,6
India,6,6
India,4,6
Belgium,5,6
India,6,6
France,4,6
India,8,6
United Kingdom,6,6
India,6,6
United Kingdom,6,6
India,NA,NA
Germany,3,6
France,8,6
India,6,6
India,6,6
India,5,6
France,8,6
India,5,6
Germany,6,6
India,4,6
China,6,6
Germany,6,6
United Kingdom,4,6
India,6,6
United Kingdom,6,6
United Kingdom,6,6
Netherlands,4,6
India,6,6
United Kingdom,6,6
France,6,6
India,6,6
United Kingdom,NA,NA
Germany,4,6
United Kingdom,7,6
China,NA,NA
United Kingdom,7,6
Germany,6,6
United States,5,6
France,6,6
United Kingdom,6,6
United Kingdom,5,6
Belgium,6,6
United Kingdom,4,6
Italy,6,6
Germany,5,6
Germany,7,6
India,6,6
Germany,5,6
Canada,7,6
India,NA,NA
India,6,6
Germany,5,6
United States,6,6
India,NA,NA
United States,7,6
India,NA,6
United States,7,6
Canada,8,6
United States,4,6
India,5,6
United States,6,6
United States,6,6
India,6,6
United States,4,6
United States,4,6
India,NA,NA
United Kingdom,NA,NA
United States,5,6
United States,6,6
United States,6,6
United States,2,6
Brazil,7,6
United States,6,6
United States,6,6
India,4,NA
United States,5,6
United States,6,6
Canada,8,6
United States,10,6
United Kingdom,5,6
United States,5,6
United States,7,6
Australia,7,6
Germany,NA,NA
Canada,6,6
Netherlands,NA,NA
United States,6,6
Australia,5,6
United States,5,6
Australia,8,6
United States,8,6
United States,8,6
United Kingdom,8,6
China,7,6
United Kingdom,8,6
United Kingdom,5,6
India,6,6
Netherlands,6,6
India,NA,NA
United States,6,6
United Kingdom,7,6
Italy,2,6
United States,6,6
United Kingdom,4,6
India,9,6
United States,7,6
Brazil,5,6
United States,7,6
United States,6,6
United States,NA,6
United States,6,6
United States,7,6
United Kingdom,NA,6
United States,3,6
Germany,7,6
